[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement création de la FireStation (FirestationService.java:65)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:53)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement création de la FireStation (FirestationService.java:65)
[main] INFO       | com.safetynet.safetyAlerts.service.MedicalRecordService      | Traitement de la demande de recherche des MedicalRecords (MedicalRecordService.java:27)
[main] INFO       | com.safetynet.safetyAlerts.service.MedicalRecordService      | Lancement création du medicalRecord (MedicalRecordService.java:52)
[main] INFO       | com.safetynet.safetyAlerts.service.MedicalRecordService      | Traitement de la demande de recherche des MedicalRecords (MedicalRecordService.java:27)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes sur les noms,  suppression impossible ! (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.MedicalRecordService      | Traitement de la demande de recherche des MedicalRecords (MedicalRecordService.java:27)
[main] INFO       | com.safetynet.safetyAlerts.service.MedicalRecordService      | Traitement de la demande de recherche des MedicalRecords (MedicalRecordService.java:27)
[main] INFO       | com.safetynet.safetyAlerts.service.MedicalRecordService      | Traitement de la demande de suppression de { "firstName":"firstNameTest", "lastName":"lastNameTest", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"} (MedicalRecordService.java:64)
[main] INFO       | com.safetynet.safetyAlerts.service.MedicalRecordService      | -> FisrtNameNoExist LasNameNoExist sont conforme (MedicalRecordService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.MedicalRecordService      | Lancement de la recherche ! (MedicalRecordService.java:41)
